timestamp,status,predicted,predicted_proba,failure_label,target,vibration_mm_s,bearing_temp_c,discharge_temperature_c,lube_oil_pressure_bar,motor_current_amp,efficiency_pct,suction_pressure_bar,seal_gas_pressure_bar
2020-01-03 15:00:00,Normal,0,0.0,0,0,1.99,62.91,129.8,3.18,88.68,80.34,10.59,14.81
2020-01-03 18:00:00,Normal,0,0.0,0,0,1.96,61.91,122.78,3.14,86.45,82.32,10.9,14.78
2020-01-03 21:00:00,Normal,0,0.0,0,0,2.09,62.83,125.83,3.19,89.82,81.45,10.76,14.98
2020-01-04 00:00:00,Normal,0,0.0,0,0,2.44,63.27,127.8,3.2,89.75,82.96,11.02,15.02
2020-01-04 03:00:00,Normal,0,0.0,0,0,2.61,64.02,132.04,3.0,90.24,82.85,11.34,14.96
2020-01-04 06:00:00,Normal,0,0.0,0,0,2.5,64.09,132.75,3.24,90.5,81.81,11.16,14.8
2020-01-04 09:00:00,Normal,0,0.0,0,0,2.57,63.47,127.73,3.3,91.51,82.26,11.21,15.03
2020-01-04 12:00:00,Normal,0,0.0,0,0,2.62,61.34,131.74,3.23,91.57,82.32,10.78,15.14
2020-01-04 15:00:00,Normal,0,0.0,0,0,2.37,59.43,124.52,3.14,90.57,81.24,11.06,15.04
2020-01-04 18:00:00,Normal,0,0.0,0,0,2.3,63.93,126.46,3.21,88.85,80.35,10.96,15.21
2020-01-04 21:00:00,Normal,0,0.0,0,0,3.27,64.3,129.66,3.23,87.17,82.55,10.86,15.1
2020-01-05 00:00:00,Normal,0,0.0,0,0,2.67,60.94,129.59,3.09,90.82,81.87,11.12,14.84
2020-01-05 03:00:00,Normal,0,0.0,0,0,2.95,64.6,131.73,3.32,90.82,82.22,11.03,14.97
2020-01-05 06:00:00,Normal,0,0.0,0,0,2.94,63.09,129.97,3.1,91.34,82.84,11.03,15.45
2020-01-05 09:00:00,Normal,0,0.0,0,0,2.37,65.77,129.32,3.08,92.57,81.29,11.23,15.05
2020-01-05 12:00:00,Normal,0,0.0,0,0,2.73,62.44,125.42,3.34,88.98,79.93,11.11,15.15
2020-01-05 15:00:00,Normal,0,0.0,0,0,2.82,63.06,126.68,3.01,90.8,81.73,10.96,15.33
2020-01-05 18:00:00,Normal,0,0.0,0,0,2.25,63.13,126.68,2.95,92.37,80.78,10.88,14.75
2020-01-05 21:00:00,Normal,0,0.0,0,0,2.67,61.52,128.26,3.07,92.0,80.93,10.61,14.83
2020-01-06 00:00:00,Normal,0,0.0,0,0,2.57,62.23,132.44,3.24,91.02,79.96,11.28,15.14
2020-01-06 03:00:00,Normal,0,0.0,0,0,2.51,61.39,131.67,3.05,92.28,82.09,10.69,14.97
2020-01-06 06:00:00,Normal,0,0.0,0,0,2.82,62.26,134.81,3.11,92.5,82.34,10.84,14.83
2020-01-06 09:00:00,Normal,0,0.0,0,0,2.59,62.44,132.43,3.02,91.53,82.93,10.96,15.27
2020-01-06 12:00:00,Normal,0,0.0,0,0,2.64,60.26,129.9,3.14,89.73,81.32,10.72,14.44
2020-01-06 15:00:00,Normal,0,0.0,0,0,2.1,60.24,132.42,2.94,88.68,81.93,11.44,14.99
2020-01-06 18:00:00,Normal,0,0.0,0,0,2.55,58.92,126.56,3.07,92.46,80.59,11.19,15.33
2020-01-06 21:00:00,Normal,0,0.0,0,0,2.04,62.63,128.86,3.14,90.72,80.16,11.36,15.16
2020-01-07 00:00:00,Normal,0,0.0,0,0,2.27,63.11,132.94,3.13,92.42,83.0,11.13,15.35
2020-01-07 03:00:00,Normal,0,0.0,0,0,2.29,59.06,131.37,3.36,92.09,81.92,10.72,15.06
2020-01-07 06:00:00,Normal,0,0.0,0,0,2.71,63.16,128.79,3.02,90.55,81.69,11.22,15.29
2020-01-07 09:00:00,Normal,0,0.0,0,0,2.22,63.2,132.07,3.07,89.71,81.8,11.19,14.83
2020-01-07 12:00:00,Normal,0,0.0,0,0,2.57,62.52,124.86,3.24,91.94,83.12,11.61,15.3
2020-01-07 15:00:00,Normal,0,0.0,0,0,2.7,60.49,127.98,3.0,88.05,81.95,11.17,14.82
2020-01-07 18:00:00,Normal,0,0.0,0,0,2.37,61.28,125.68,3.19,89.41,82.24,11.3,15.26
2020-01-07 21:00:00,Normal,0,0.0,0,0,2.39,61.91,131.11,3.04,90.57,81.01,11.1,15.2
2020-01-08 00:00:00,Normal,0,0.0,0,0,2.45,61.67,133.22,3.14,91.47,81.57,10.98,15.07
2020-01-08 03:00:00,Normal,0,0.008846153846153846,0,0,2.0,65.8,131.31,3.25,89.73,80.96,10.88,14.85
2020-01-08 06:00:00,Normal,0,0.0,0,0,2.32,62.62,129.32,3.1,90.77,81.37,11.24,15.35
2020-01-08 09:00:00,Normal,0,0.0,0,0,2.38,59.24,132.4,2.96,91.68,80.46,11.56,15.37
2020-01-08 12:00:00,Normal,0,0.0,0,0,2.53,62.98,128.13,3.1,88.37,81.13,11.24,15.13
2020-01-08 15:00:00,Normal,0,0.0,0,0,1.91,61.74,125.91,3.3,87.65,81.37,11.13,14.88
2020-01-08 18:00:00,Normal,0,0.0,0,0,2.8,62.84,130.44,3.21,90.32,80.49,11.1,15.11
2020-01-08 21:00:00,Normal,0,0.0,0,0,1.89,61.01,127.78,2.97,90.32,82.44,10.53,14.6
2020-01-09 00:00:00,Normal,0,0.0,0,0,2.38,63.25,132.14,3.24,88.8,82.99,11.13,15.05
2020-01-09 03:00:00,Normal,0,0.0,0,0,3.03,62.1,133.27,3.11,86.57,81.94,11.25,15.46
2020-01-09 06:00:00,Normal,0,0.0,0,0,2.0,64.89,131.35,3.35,90.14,82.14,11.18,15.07
2020-01-09 09:00:00,Normal,0,0.0,0,0,2.19,62.67,134.1,3.2,90.35,82.56,11.3,14.92
2020-01-09 12:00:00,Normal,0,0.0,0,0,2.22,63.09,130.15,3.09,90.34,81.51,10.65,14.94
2020-01-09 15:00:00,Normal,0,0.0,0,0,2.3,59.6,132.84,3.01,89.52,81.55,11.15,15.01
2020-01-09 18:00:00,Normal,0,0.0,0,0,2.3,62.38,130.4,3.16,87.11,80.96,11.13,14.84
2020-01-09 21:00:00,Normal,0,0.0,0,0,2.4,61.24,128.91,3.37,89.3,79.69,11.19,15.04
2020-01-10 00:00:00,Normal,0,0.0,0,0,2.58,63.89,129.97,3.12,89.86,83.17,10.84,14.77
2020-01-10 03:00:00,Normal,0,0.0,0,0,2.68,63.72,132.32,3.11,89.34,81.55,11.16,14.6
2020-01-10 06:00:00,Normal,0,0.0,0,0,2.92,65.58,132.31,3.2,90.79,80.83,11.37,14.9
2020-01-10 09:00:00,Normal,0,0.0,0,0,2.2,61.72,128.81,3.16,91.14,82.65,11.47,14.73
2020-01-10 12:00:00,Normal,0,0.0,0,0,2.5,63.7,129.31,3.05,88.95,81.59,10.85,14.92
2020-01-10 15:00:00,Normal,0,0.0,0,0,2.59,60.42,130.81,3.11,91.0,80.68,11.06,15.12
2020-01-10 18:00:00,Normal,0,0.0,0,0,2.73,61.12,126.7,3.24,90.03,80.71,11.61,14.91
2020-01-10 21:00:00,Normal,0,0.0,0,0,2.22,57.52,129.54,3.31,90.73,82.1,11.05,15.15
2020-01-11 00:00:00,Normal,0,0.0,0,0,2.78,59.94,130.19,3.14,88.77,81.67,10.84,15.0
2020-01-11 03:00:00,Normal,0,0.0,0,0,2.95,60.24,131.86,3.08,90.91,81.7,11.41,14.91
2020-01-11 06:00:00,Normal,0,0.0,0,0,2.33,61.65,132.44,3.15,89.23,80.28,11.03,15.17
2020-01-11 09:00:00,Normal,0,0.0,0,0,2.31,61.98,132.53,3.1,91.2,80.58,11.27,15.11
2020-01-11 12:00:00,Normal,0,0.0,0,0,2.75,62.67,131.09,3.37,88.31,81.8,11.71,15.13
2020-01-11 15:00:00,Normal,0,0.0,0,0,2.44,62.18,132.31,2.87,86.96,81.95,10.86,14.81
2020-01-11 18:00:00,Normal,0,0.0,0,0,2.37,61.61,127.42,3.17,91.83,80.73,11.11,14.76
2020-01-11 21:00:00,Normal,0,0.0,0,0,2.63,61.16,129.09,3.24,87.47,80.37,10.99,14.81
2020-01-12 00:00:00,Normal,0,0.0,0,0,2.53,62.71,128.18,3.11,90.51,80.12,11.01,15.09
2020-01-12 03:00:00,Normal,0,0.0,0,0,2.85,62.3,132.84,3.29,92.27,81.39,10.72,14.99
2020-01-12 06:00:00,Normal,0,0.0,0,0,2.42,64.31,129.24,3.27,89.11,82.35,11.61,15.36
2020-01-12 09:00:00,Normal,0,0.0,0,0,2.64,60.83,131.17,3.21,89.01,81.47,11.16,14.97
2020-01-12 12:00:00,Normal,0,0.0,0,0,2.47,64.84,129.97,3.21,89.85,81.65,11.14,15.14
2020-01-12 15:00:00,Normal,0,0.0,0,0,2.54,61.95,129.47,3.19,90.17,80.56,10.9,15.08
2020-01-12 18:00:00,Normal,0,0.0,0,0,2.23,61.7,128.33,3.0,90.9,80.97,11.46,15.07
2020-01-12 21:00:00,Normal,0,0.0,0,0,2.24,62.18,129.12,2.98,90.64,81.32,10.43,14.89
2020-01-13 00:00:00,Normal,0,0.0,0,0,2.85,64.26,131.2,3.23,88.21,81.92,11.17,15.03
2020-01-13 03:00:00,Normal,0,0.0,0,0,2.43,61.72,131.48,3.11,90.85,81.88,11.01,15.04
2020-01-13 06:00:00,Normal,0,0.0,0,0,2.6,63.3,133.27,3.15,88.55,81.71,11.3,14.89
2020-01-13 09:00:00,Normal,0,0.0,0,0,2.93,62.7,130.05,3.2,91.94,81.48,11.25,14.88
2020-01-13 12:00:00,Normal,0,0.0,0,0,2.3,60.85,133.02,3.28,88.61,82.88,10.84,15.01
2020-01-13 15:00:00,Normal,0,0.0,0,0,2.46,61.57,129.92,3.16,86.3,82.08,11.2,14.97
2020-01-13 18:00:00,Normal,0,0.0,0,0,2.34,57.48,125.9,3.1,92.84,81.42,11.37,15.26
2020-01-13 21:00:00,Normal,0,0.0,0,0,2.79,60.25,127.57,3.19,89.87,81.1,10.96,14.69
2020-01-14 00:00:00,Normal,0,0.0,0,0,2.81,63.48,129.86,3.12,90.55,81.79,11.34,15.3
2020-01-14 03:00:00,Normal,0,0.0,0,0,2.3,65.87,132.93,3.13,89.81,82.35,11.17,15.29
2020-01-14 06:00:00,Normal,0,0.0,0,0,2.86,62.68,132.03,3.07,92.66,82.58,11.29,15.27
2020-01-14 09:00:00,Normal,0,0.008695652173913044,0,0,3.42,64.31,132.21,3.34,93.53,82.08,11.34,15.08
2020-01-14 12:00:00,Normal,0,0.0,0,0,2.89,63.32,131.32,3.44,90.02,81.13,10.79,14.85
2020-01-14 15:00:00,Normal,0,0.0,0,0,2.37,60.34,128.2,3.19,90.02,82.68,11.26,14.84
2020-01-14 18:00:00,Normal,0,0.0,0,0,2.34,61.46,131.47,3.17,91.5,80.38,10.99,15.03
2020-01-14 21:00:00,Normal,0,0.0,0,0,2.54,62.34,129.56,3.03,90.96,81.74,10.82,15.03
2020-01-15 00:00:00,Normal,0,0.0,0,0,2.43,63.89,134.57,3.18,90.55,82.1,10.85,14.67
2020-01-15 03:00:00,Normal,0,0.0,0,0,2.12,63.63,132.72,3.18,90.97,81.59,11.0,15.11
2020-01-15 06:00:00,Normal,0,0.0,0,0,2.91,62.84,131.75,3.27,90.26,81.75,11.28,14.91
2020-01-15 09:00:00,Normal,0,0.0,0,0,2.85,65.07,134.38,3.32,89.18,81.85,11.24,15.02
2020-01-15 12:00:00,Normal,0,0.0,0,0,2.27,62.88,131.73,3.17,89.55,81.69,10.89,15.19
2020-01-15 15:00:00,Normal,0,0.0,0,0,2.8,58.81,128.81,3.01,88.38,80.28,11.47,15.04
2020-01-15 18:00:00,Normal,0,0.0,0,0,2.46,61.84,129.81,3.18,89.76,82.11,11.0,15.09
2020-01-15 21:00:00,Normal,0,0.0,0,0,2.36,64.07,130.19,2.9,90.13,81.91,10.94,14.45
2020-01-16 00:00:00,Normal,0,0.0,0,0,2.83,63.37,129.59,3.27,90.39,81.23,11.26,15.15
2020-01-16 03:00:00,Normal,0,0.0,0,0,2.59,64.0,134.05,3.24,90.17,80.76,11.3,15.09
2020-01-16 06:00:00,Normal,0,0.0,0,0,2.57,63.01,136.25,3.14,89.86,82.56,11.28,15.18
2020-01-16 09:00:00,Normal,0,0.0,0,0,2.84,62.35,132.96,3.19,91.57,81.21,10.95,14.87
2020-01-16 12:00:00,Normal,0,0.0,0,0,2.95,61.28,128.63,3.22,92.76,80.76,11.54,14.88
2020-01-16 15:00:00,Normal,0,0.0,0,0,1.87,61.45,126.79,3.14,88.44,81.08,10.81,14.65
2020-01-16 18:00:00,Normal,0,0.0,0,0,2.39,63.46,127.15,3.16,88.6,80.69,11.67,14.98
2020-01-16 21:00:00,Normal,0,0.0,0,0,2.51,63.84,127.4,3.1,93.81,82.19,10.86,15.12
2020-01-17 00:00:00,Normal,0,0.0,0,0,3.26,60.64,130.89,3.11,87.99,81.78,10.89,15.32
2020-01-17 03:00:00,Normal,0,0.0,0,0,2.22,65.11,132.94,3.01,92.39,80.93,11.75,15.3
2020-01-17 06:00:00,Normal,0,0.0,0,0,2.98,62.02,135.93,3.14,90.89,81.64,10.95,15.02
2020-01-17 09:00:00,Normal,0,0.0,0,0,2.95,61.24,132.08,3.1,93.33,82.71,11.74,15.16
2020-01-17 12:00:00,Normal,0,0.0,0,0,2.3,63.76,133.32,3.14,90.59,81.78,10.6,15.21
2020-01-17 15:00:00,Normal,0,0.0,0,0,2.72,62.56,128.96,3.14,91.63,80.12,11.42,14.91
2020-01-17 18:00:00,Normal,0,0.0,0,0,2.98,61.11,131.25,3.13,88.99,81.88,11.02,14.94
2020-01-17 21:00:00,Normal,0,0.0,0,0,2.42,62.86,129.53,3.49,91.17,81.57,11.23,14.71
2020-01-18 00:00:00,Normal,0,0.0,0,0,2.8,64.18,133.26,3.25,90.34,81.42,11.16,14.94
2020-01-18 03:00:00,Normal,0,0.0,0,0,2.88,64.73,134.65,3.22,89.12,81.72,10.86,15.19
2020-01-18 06:00:00,Normal,0,0.0,0,0,2.67,60.26,133.08,3.25,90.25,82.53,11.32,15.13
2020-01-18 09:00:00,Normal,0,0.0,0,0,2.98,61.26,128.76,3.19,90.54,81.6,11.23,14.96
2020-01-18 12:00:00,Normal,0,0.0,0,0,2.45,59.14,130.69,3.06,90.05,81.25,11.74,14.72
2020-01-18 15:00:00,Normal,0,0.0,0,0,1.8,62.03,129.16,3.04,88.44,81.65,11.34,15.1
2020-01-18 18:00:00,Normal,0,0.0,0,0,2.47,61.02,132.02,3.1,91.12,82.2,10.73,14.89
2020-01-18 21:00:00,Normal,0,0.0,0,0,2.5,61.38,129.03,3.05,88.44,81.69,10.52,15.18
2020-01-19 00:00:00,Normal,0,0.0,0,0,2.62,63.7,131.9,3.21,89.72,81.87,11.05,14.71
2020-01-19 03:00:00,Normal,0,0.0,0,0,2.85,64.82,127.07,2.97,92.34,80.81,11.22,14.95
2020-01-19 06:00:00,Normal,0,0.0,0,0,3.06,63.39,133.71,3.35,93.01,81.96,10.72,15.01
2020-01-19 09:00:00,Normal,0,0.0,0,0,2.46,66.18,136.61,3.35,88.94,84.25,11.19,15.19
2020-01-19 12:00:00,Normal,0,0.0,0,0,2.7,64.24,131.55,3.11,91.86,82.28,10.74,15.15
2020-01-19 15:00:00,Normal,0,0.0,0,0,2.37,62.42,133.46,3.16,89.32,80.53,10.78,15.06
2020-01-19 18:00:00,Normal,0,0.0,0,0,2.61,60.48,129.67,3.22,87.69,80.22,11.01,15.09
2020-01-19 21:00:00,Normal,0,0.0,0,0,2.92,61.77,131.07,3.06,89.56,82.19,11.21,15.17
2020-01-20 00:00:00,Normal,0,0.0,0,0,2.4,62.55,131.06,3.13,87.94,82.34,11.1,15.05
2020-01-20 03:00:00,Normal,0,0.0,0,0,2.65,64.69,128.57,3.37,91.1,83.87,10.85,15.09
2020-01-20 06:00:00,Normal,0,0.0,0,0,2.6,59.19,130.92,3.35,88.87,79.82,11.03,15.3
2020-01-20 09:00:00,Normal,0,0.0,0,0,2.51,64.19,134.56,3.1,94.12,82.75,11.14,15.39
2020-01-20 12:00:00,Normal,0,0.0,0,0,3.06,62.86,129.71,3.22,89.12,82.46,10.98,15.04
2020-01-20 15:00:00,Normal,0,0.0,0,0,2.36,64.32,129.57,3.04,89.95,81.47,10.37,14.74
2020-01-20 18:00:00,Normal,0,0.0,0,0,2.21,61.4,130.4,2.97,87.33,81.4,11.53,14.93
2020-01-20 21:00:00,Normal,0,0.0,0,0,2.54,60.81,127.86,3.22,88.46,81.15,11.16,14.7
2020-01-21 00:00:00,Normal,0,0.0,0,0,3.01,63.49,132.51,3.26,88.19,80.69,11.1,15.0
2020-01-21 03:00:00,Normal,0,0.0,0,0,2.75,64.38,133.32,3.22,90.83,81.14,11.27,14.91
2020-01-21 06:00:00,Normal,0,0.0,0,0,3.1,63.82,134.87,3.27,91.71,82.94,11.05,15.05
2020-01-21 09:00:00,Normal,0,0.0,0,0,2.68,63.44,137.36,3.1,90.09,83.09,11.48,15.27
2020-01-21 12:00:00,Normal,0,0.0,0,0,2.61,62.54,127.05,3.21,90.31,82.35,11.16,15.45
2020-01-21 15:00:00,Normal,0,0.0,0,0,2.97,63.21,132.51,3.32,91.81,83.09,11.23,14.69
2020-01-21 18:00:00,Normal,0,0.0,0,0,2.41,64.44,133.9,3.0,89.49,81.75,10.78,15.17
2020-01-21 21:00:00,Normal,0,0.0,0,0,3.24,62.21,129.39,3.17,89.36,82.43,11.64,14.64
2020-01-22 00:00:00,Normal,0,0.0,0,0,2.21,62.92,133.11,3.23,91.55,81.15,10.95,15.0
2020-01-22 03:00:00,Normal,0,0.0,0,0,2.44,60.27,131.96,3.36,89.69,82.31,10.96,15.22
2020-01-22 06:00:00,Normal,0,0.0,0,0,2.38,65.49,132.27,3.31,92.11,80.51,11.33,15.05
2020-01-22 09:00:00,Normal,0,0.0,0,0,2.72,63.15,134.85,3.06,92.27,82.37,10.95,15.2
2020-01-22 12:00:00,Normal,0,0.0,0,0,2.6,60.97,131.39,3.16,92.13,82.86,11.3,15.3
2020-01-22 15:00:00,Normal,0,0.0,0,0,2.35,63.43,126.3,2.95,87.86,81.76,11.3,14.86
2020-01-22 18:00:00,Normal,0,0.0,0,0,2.48,64.35,128.19,3.12,92.44,82.12,10.85,14.88
2020-01-22 21:00:00,Normal,0,0.01,0,0,2.55,61.55,127.76,3.14,87.33,82.64,10.54,15.08
2020-01-23 00:00:00,Normal,0,0.0,0,0,2.29,60.49,131.51,3.37,89.66,81.77,11.23,14.99
2020-01-23 03:00:00,Normal,0,0.0,0,0,3.1,64.94,131.3,3.17,90.77,81.58,10.73,14.52
2020-01-23 06:00:00,Normal,0,0.0,0,0,2.66,64.23,135.09,3.3,88.22,83.2,11.06,15.19
2020-01-23 09:00:00,Normal,0,0.0,0,0,2.6,64.15,134.34,3.3,91.97,82.33,11.11,14.99
2020-01-23 12:00:00,Normal,0,0.0,0,0,2.1,62.54,134.46,3.19,92.69,81.87,11.4,15.12
2020-01-23 15:00:00,Normal,0,0.0,0,0,2.51,60.39,125.53,3.04,91.75,81.16,11.52,15.08
2020-01-23 18:00:00,Normal,0,0.0,0,0,2.06,59.89,131.74,3.18,89.54,81.17,11.23,15.23
2020-01-23 21:00:00,Normal,0,0.0,0,0,2.78,62.13,129.08,3.34,92.4,81.37,10.9,14.99
2020-01-24 00:00:00,Normal,0,0.0,0,0,2.19,63.62,133.34,3.24,91.99,80.99,11.51,14.95
2020-01-24 03:00:00,Normal,0,0.0,0,0,2.96,62.03,133.53,3.37,92.71,83.2,11.11,15.23
2020-01-24 06:00:00,Normal,0,0.0,0,0,2.53,65.2,134.35,3.25,92.37,83.49,11.38,15.29
2020-01-24 09:00:00,Normal,0,0.0,0,0,2.31,66.48,130.86,3.23,91.96,81.46,11.85,14.79
2020-01-24 12:00:00,Normal,0,0.0,0,0,2.22,62.89,130.98,3.11,90.14,81.16,11.52,14.7
2020-01-24 15:00:00,Normal,0,0.0,0,0,2.46,61.15,128.5,3.09,89.17,82.99,10.79,14.87
2020-01-24 18:00:00,Normal,0,0.0,0,0,2.48,63.56,128.77,3.25,90.27,82.54,11.07,15.07
2020-01-24 21:00:00,Normal,0,0.0,0,0,2.19,58.79,133.98,3.14,91.52,82.61,11.02,15.22
2020-01-25 00:00:00,Normal,0,0.0,0,0,2.36,60.93,132.9,3.21,89.26,80.79,11.24,15.23
2020-01-25 03:00:00,Normal,0,0.0,0,0,2.71,64.87,131.6,3.23,90.86,81.25,11.58,14.98
2020-01-25 06:00:00,Normal,0,0.0,0,0,2.85,66.63,129.34,3.31,94.13,81.92,11.46,14.98
2020-01-25 09:00:00,Normal,0,0.0,0,0,2.52,61.37,133.51,3.08,89.99,81.58,11.31,15.05
2020-01-25 12:00:00,Normal,0,0.0,0,0,2.43,63.83,131.12,3.25,89.67,82.44,11.42,14.88
2020-01-25 15:00:00,Normal,0,0.0,0,0,2.17,59.92,127.4,3.07,89.8,81.43,10.95,14.96
2020-01-25 18:00:00,Normal,0,0.0,0,0,2.48,61.74,129.73,2.97,90.19,81.17,11.38,14.94
2020-01-25 21:00:00,Normal,0,0.0,0,0,2.08,59.2,130.25,3.16,91.12,82.18,10.8,15.24
2020-01-26 00:00:00,Normal,0,0.0,0,0,2.48,63.67,131.1,3.14,89.89,81.25,11.4,15.16
2020-01-26 03:00:00,Normal,0,0.0,0,0,2.76,62.67,128.55,3.3,91.71,82.97,11.65,15.32
2020-01-26 06:00:00,Normal,0,0.0,0,0,3.03,63.99,132.71,3.09,88.92,83.27,11.04,15.59
2020-01-26 09:00:00,Normal,0,0.0,0,0,2.5,61.32,132.79,3.13,89.7,82.4,11.69,15.4
2020-01-26 12:00:00,Normal,0,0.0,0,0,2.3,63.11,136.4,3.31,89.12,81.97,11.26,15.07
2020-01-26 15:00:00,Normal,0,0.0,0,0,2.99,61.51,127.97,3.12,91.13,81.06,11.14,14.68
2020-01-26 18:00:00,Normal,0,0.0,0,0,2.45,65.16,128.73,3.2,89.79,81.56,11.22,14.65
2020-01-26 21:00:00,Normal,0,0.0,0,0,2.73,61.34,131.23,3.17,88.28,81.15,11.24,15.05
2020-01-27 00:00:00,Normal,0,0.0,0,0,2.33,63.27,130.74,3.1,91.73,82.13,11.66,14.78
2020-01-27 03:00:00,Normal,0,0.0,0,0,2.73,62.5,137.36,3.11,90.94,82.27,11.21,15.32
2020-01-27 06:00:00,Normal,0,0.0,0,0,2.62,63.88,132.45,3.21,93.89,82.35,10.77,15.41
2020-01-27 09:00:00,Normal,0,0.0,0,0,2.22,63.69,134.16,3.3,88.02,81.73,11.12,14.91
2020-01-27 12:00:00,Normal,0,0.0,0,0,2.7,60.36,132.67,3.21,93.29,82.45,11.43,14.52
2020-01-27 15:00:00,Normal,0,0.0,0,0,2.29,65.27,133.99,3.24,91.64,82.29,10.72,15.0
2020-01-27 18:00:00,Normal,0,0.0,0,0,2.63,62.69,130.14,3.16,92.45,81.46,11.0,15.11
2020-01-27 21:00:00,Normal,0,0.0,0,0,2.8,62.09,131.02,3.22,91.51,80.62,11.03,14.69
2020-01-28 00:00:00,Normal,0,0.0,0,0,2.56,61.2,128.64,3.11,91.03,81.35,11.12,15.01
2020-01-28 03:00:00,Normal,0,0.0,0,0,2.89,62.47,133.98,3.11,90.78,81.95,11.59,15.05
2020-01-28 06:00:00,Normal,0,0.0,0,0,3.15,62.28,134.38,3.12,91.43,81.37,12.06,15.05
2020-01-28 09:00:00,Normal,0,0.0,0,0,2.76,63.19,134.25,3.26,92.11,83.08,11.25,15.33
2020-01-28 12:00:00,Normal,0,0.0,0,0,2.76,64.15,131.98,3.05,91.45,81.6,11.01,15.33
2020-01-28 15:00:00,Normal,0,0.0,0,0,2.31,62.86,131.37,3.27,93.94,80.18,10.95,15.27
2020-01-28 18:00:00,Normal,0,0.0,0,0,2.56,63.48,130.0,3.24,90.07,82.26,11.01,14.75
2020-01-28 21:00:00,Normal,0,0.0,0,0,2.92,60.75,132.38,3.04,89.3,80.02,11.44,15.04
2020-01-29 00:00:00,Normal,0,0.0,0,0,2.31,64.61,129.9,3.13,90.41,82.18,11.09,14.8
2020-01-29 03:00:00,Normal,0,0.0,0,0,2.85,63.71,133.28,3.04,92.3,81.71,11.03,15.32
2020-01-29 06:00:00,Normal,0,0.0,0,0,2.98,62.62,133.09,3.16,92.29,80.82,11.57,15.37
2020-01-29 09:00:00,Normal,0,0.0,0,0,2.66,63.2,133.2,3.25,90.63,81.33,10.92,14.98
2020-01-29 12:00:00,Normal,0,0.0,0,0,2.36,61.65,132.46,3.18,93.21,80.69,10.82,14.94
2020-01-29 15:00:00,Normal,0,0.0,0,0,2.56,61.92,128.44,3.32,91.06,82.31,11.01,15.08
2020-01-29 18:00:00,Normal,0,0.0,0,0,2.21,60.23,132.41,3.1,89.04,81.41,10.98,15.14
2020-01-29 21:00:00,Normal,0,0.0,0,0,2.55,61.54,129.2,3.07,93.21,82.06,11.31,15.11
2020-01-30 00:00:00,Normal,0,0.0,0,0,2.68,61.96,132.87,3.29,90.43,82.73,11.3,15.13
